type_,start_date_local_,distance_sum,distance_mean,distance_min,distance_max,moving_time_sum,moving_time_mean,moving_time_min,moving_time_max,total_elevation_gain_sum,total_elevation_gain_mean,total_elevation_gain_min,total_elevation_gain_max
Ride,2022-02-12 08:45:53+01:00,2404.8,2404.8,2404.8,2404.8,387,387,387,387,1.0,1.0,1.0,1.0
Run,2022-02-11 18:10:25+01:00,8848.2,8848.2,8848.2,8848.2,2798,2798,2798,2798,19.0,19.0,19.0,19.0
Run,2022-02-11 07:53:43+01:00,10415.8,10415.8,10415.8,10415.8,3114,3114,3114,3114,44.0,44.0,44.0,44.0
Run,2022-02-10 17:40:11+01:00,4111.9,4111.9,4111.9,4111.9,1306,1306,1306,1306,11.0,11.0,11.0,11.0
Ride,2022-02-10 17:07:31+01:00,9590.7,9590.7,9590.7,9590.7,1304,1304,1304,1304,59.0,59.0,59.0,59.0
Ride,2022-02-10 08:35:11+01:00,8247.6,8247.6,8247.6,8247.6,1086,1086,1086,1086,80.0,80.0,80.0,80.0
Run,2022-02-10 06:32:39+01:00,4132.6,4132.6,4132.6,4132.6,1328,1328,1328,1328,7.0,7.0,7.0,7.0
Ride,2022-02-10 05:31:42+01:00,25813.1,25813.1,25813.1,25813.1,3325,3325,3325,3325,178.0,178.0,178.0,178.0
Ride,2022-02-09 18:11:58+01:00,23492.6,23492.6,23492.6,23492.6,3234,3234,3234,3234,162.0,162.0,162.0,162.0
Run,2022-02-09 12:15:26+01:00,10047.2,10047.2,10047.2,10047.2,3590,3590,3590,3590,33.0,33.0,33.0,33.0
Ride,2022-02-09 08:34:02+01:00,8301.5,8301.5,8301.5,8301.5,1132,1132,1132,1132,43.0,43.0,43.0,43.0
Ride,2022-02-08 17:54:34+01:00,10601.1,10601.1,10601.1,10601.1,1697,1697,1697,1697,88.0,88.0,88.0,88.0
Run,2022-02-08 12:37:14+01:00,12213.4,12213.4,12213.4,12213.4,3862,3862,3862,3862,37.0,37.0,37.0,37.0
Ride,2022-02-08 08:34:43+01:00,8185.3,8185.3,8185.3,8185.3,1159,1159,1159,1159,38.0,38.0,38.0,38.0
Ride,2022-02-08 04:52:40+01:00,53487.8,53487.8,53487.8,53487.8,7148,7148,7148,7148,217.0,217.0,217.0,217.0
Ride,2022-02-07 17:50:07+01:00,9640.9,9640.9,9640.9,9640.9,1441,1441,1441,1441,67.0,67.0,67.0,67.0
Run,2022-02-07 12:24:34+01:00,7991.6,7991.6,7991.6,7991.6,3775,3775,3775,3775,35.0,35.0,35.0,35.0
Ride,2022-02-07 08:36:09+01:00,8163.6,8163.6,8163.6,8163.6,1210,1210,1210,1210,75.0,75.0,75.0,75.0
Run,2022-02-06 14:26:31+01:00,4506.9,4506.9,4506.9,4506.9,1810,1810,1810,1810,52.0,52.0,52.0,52.0
Run,2022-02-05 08:06:34+01:00,3516.8,3516.8,3516.8,3516.8,1372,1372,1372,1372,19.0,19.0,19.0,19.0
Run,2022-02-04 21:59:37+01:00,7254.9,7254.9,7254.9,7254.9,3195,3195,3195,3195,44.0,44.0,44.0,44.0
Run,2022-02-04 07:06:18+01:00,11019.8,11019.8,11019.8,11019.8,4088,4088,4088,4088,98.0,98.0,98.0,98.0
Ride,2022-02-03 18:10:00+01:00,8362.3,8362.3,8362.3,8362.3,1212,1212,1212,1212,52.0,52.0,52.0,52.0
Run,2022-02-03 12:12:11+01:00,10115.1,10115.1,10115.1,10115.1,3431,3431,3431,3431,35.0,35.0,35.0,35.0
Ride,2022-02-03 08:34:43+01:00,8482.4,8482.4,8482.4,8482.4,1173,1173,1173,1173,27.0,27.0,27.0,27.0
Ride,2022-02-03 05:58:31+01:00,27516.9,27516.9,27516.9,27516.9,3711,3711,3711,3711,169.0,169.0,169.0,169.0
Ride,2022-02-02 18:08:37+01:00,8229.7,8229.7,8229.7,8229.7,1052,1052,1052,1052,51.0,51.0,51.0,51.0
Run,2022-02-02 12:19:49+01:00,10008.9,10008.9,10008.9,10008.9,3544,3544,3544,3544,38.0,38.0,38.0,38.0
Ride,2022-02-02 08:31:53+01:00,8637.3,8637.3,8637.3,8637.3,1246,1246,1246,1246,77.0,77.0,77.0,77.0
Ride,2022-02-02 06:02:20+01:00,23676.8,23676.8,23676.8,23676.8,3145,3145,3145,3145,172.0,172.0,172.0,172.0
Ride,2022-02-01 18:34:17+01:00,9552.3,9552.3,9552.3,9552.3,1399,1399,1399,1399,41.0,41.0,41.0,41.0
Ride,2022-02-01 12:18:41+01:00,26926.3,26926.3,26926.3,26926.3,3430,3430,3430,3430,177.0,177.0,177.0,177.0
Ride,2022-02-01 08:22:48+01:00,8598.3,8598.3,8598.3,8598.3,1245,1245,1245,1245,59.0,59.0,59.0,59.0
Run,2022-02-01 05:00:17+01:00,11066.6,11066.6,11066.6,11066.6,3697,3697,3697,3697,50.0,50.0,50.0,50.0
Run,2022-01-31 06:22:31+01:00,2998.3,2998.3,2998.3,2998.3,1312,1312,1312,1312,14.0,14.0,14.0,14.0
Run,2022-01-30 06:23:10+01:00,7074.8,7074.8,7074.8,7074.8,3025,3025,3025,3025,32.0,32.0,32.0,32.0
Ride,2022-01-29 09:00:18+01:00,32281.1,32281.1,32281.1,32281.1,4322,4322,4322,4322,160.0,160.0,160.0,160.0
Run,2022-01-29 05:59:04+01:00,10381.2,10381.2,10381.2,10381.2,3573,3573,3573,3573,45.0,45.0,45.0,45.0
Ride,2022-01-27 17:53:37+01:00,8436.7,8436.7,8436.7,8436.7,1427,1427,1427,1427,32.0,32.0,32.0,32.0
Ride,2022-01-27 08:35:12+01:00,8316.8,8316.8,8316.8,8316.8,1237,1237,1237,1237,46.0,46.0,46.0,46.0
Run,2022-01-26 18:49:43+01:00,11995.1,11995.1,11995.1,11995.1,4309,4309,4309,4309,22.0,22.0,22.0,22.0
Run,2022-01-26 08:43:51+01:00,987.7,987.7,987.7,987.7,352,352,352,352,9.0,9.0,9.0,9.0
Run,2022-01-25 17:25:15+01:00,11439.7,11439.7,11439.7,11439.7,4149,4149,4149,4149,40.0,40.0,40.0,40.0
Ride,2022-01-25 12:05:49+01:00,24728.1,24728.1,24728.1,24728.1,3440,3440,3440,3440,184.0,184.0,184.0,184.0
Run,2022-01-25 08:34:58+01:00,2285.7,2285.7,2285.7,2285.7,858,858,858,858,1.0,1.0,1.0,1.0
Run,2022-01-24 17:46:30+01:00,6992.6,6992.6,6992.6,6992.6,2314,2314,2314,2314,26.0,26.0,26.0,26.0
Ride,2022-01-24 12:12:46+01:00,25305.9,25305.9,25305.9,25305.9,3508,3508,3508,3508,245.0,245.0,245.0,245.0
Ride,2022-01-23 08:54:12+01:00,55115.9,55115.9,55115.9,55115.9,7190,7190,7190,7190,249.0,249.0,249.0,249.0
Run,2022-01-22 16:42:01+01:00,4701.8,4701.8,4701.8,4701.8,3185,3185,3185,3185,27.0,27.0,27.0,27.0
Run,2022-01-22 08:50:43+01:00,15443.0,15443.0,15443.0,15443.0,5048,5048,5048,5048,47.0,47.0,47.0,47.0
Run,2022-01-21 12:42:52+01:00,6305.3,6305.3,6305.3,6305.3,2354,2354,2354,2354,7.0,7.0,7.0,7.0
Ride,2022-01-20 20:07:14+01:00,36025.7,36025.7,36025.7,36025.7,3622,3622,3622,3622,0.0,0.0,0.0,0.0
Ride,2022-01-19 18:29:33+01:00,37035.2,37035.2,37035.2,37035.2,3606,3606,3606,3606,0.0,0.0,0.0,0.0
Run,2022-01-18 12:27:29+01:00,9838.8,9838.8,9838.8,9838.8,3309,3309,3309,3309,38.0,38.0,38.0,38.0
Ride,2022-01-17 18:14:19+01:00,7505.1,7505.1,7505.1,7505.1,1099,1099,1099,1099,32.0,32.0,32.0,32.0
Ride,2022-01-17 08:34:11+01:00,7871.2,7871.2,7871.2,7871.2,1274,1274,1274,1274,27.0,27.0,27.0,27.0
Run,2022-01-16 15:48:02+01:00,12954.5,12954.5,12954.5,12954.5,4185,4185,4185,4185,22.0,22.0,22.0,22.0
Ride,2022-01-13 12:00:26+01:00,8310.4,8310.4,8310.4,8310.4,1251,1251,1251,1251,25.0,25.0,25.0,25.0
Ride,2022-01-13 08:35:16+01:00,8352.1,8352.1,8352.1,8352.1,1131,1131,1131,1131,26.0,26.0,26.0,26.0
Ride,2022-01-12 16:26:24+01:00,8422.3,8422.3,8422.3,8422.3,1273,1273,1273,1273,21.0,21.0,21.0,21.0
Run,2022-01-12 12:47:57+01:00,6003.2,6003.2,6003.2,6003.2,2264,2264,2264,2264,9.0,9.0,9.0,9.0
Ride,2022-01-12 08:33:32+01:00,8326.8,8326.8,8326.8,8326.8,1253,1253,1253,1253,34.0,34.0,34.0,34.0
Ride,2022-01-11 17:18:03+01:00,8389.8,8389.8,8389.8,8389.8,1440,1440,1440,1440,22.0,22.0,22.0,22.0
Run,2022-01-11 16:22:05+01:00,6007.7,6007.7,6007.7,6007.7,2249,2249,2249,2249,8.0,8.0,8.0,8.0
Ride,2022-01-11 08:13:06+01:00,8103.0,8103.0,8103.0,8103.0,1211,1211,1211,1211,31.0,31.0,31.0,31.0
Ride,2022-01-03 18:01:06+01:00,8335.9,8335.9,8335.9,8335.9,1352,1352,1352,1352,20.0,20.0,20.0,20.0
Run,2022-01-03 12:25:27+01:00,5927.2,5927.2,5927.2,5927.2,2450,2450,2450,2450,7.0,7.0,7.0,7.0
Ride,2022-01-03 08:30:37+01:00,8369.8,8369.8,8369.8,8369.8,1293,1293,1293,1293,48.0,48.0,48.0,48.0
Run,2021-12-23 17:54:26+01:00,8691.2,8691.2,8691.2,8691.2,2995,2995,2995,2995,50.0,50.0,50.0,50.0
Ride,2021-12-23 14:05:31+01:00,8598.8,8598.8,8598.8,8598.8,1660,1660,1660,1660,79.0,79.0,79.0,79.0
Ride,2021-12-23 08:31:15+01:00,8621.2,8621.2,8621.2,8621.2,1573,1573,1573,1573,64.0,64.0,64.0,64.0
Ride,2021-12-22 17:41:46+01:00,6341.0,6341.0,6341.0,6341.0,1088,1088,1088,1088,49.0,49.0,49.0,49.0
Ride,2021-12-22 17:11:04+01:00,3413.5,3413.5,3413.5,3413.5,644,644,644,644,28.0,28.0,28.0,28.0
Ride,2021-12-22 12:34:49+01:00,6350.5,6350.5,6350.5,6350.5,1149,1149,1149,1149,59.0,59.0,59.0,59.0
Ride,2021-12-22 11:28:44+01:00,6100.3,6100.3,6100.3,6100.3,913,913,913,913,41.0,41.0,41.0,41.0
Ride,2021-12-22 08:34:08+01:00,8635.8,8635.8,8635.8,8635.8,1470,1470,1470,1470,38.0,38.0,38.0,38.0
Ride,2021-12-21 18:08:40+01:00,8802.8,8802.8,8802.8,8802.8,1604,1604,1604,1604,49.0,49.0,49.0,49.0
Run,2021-12-21 12:47:07+01:00,5647.4,5647.4,5647.4,5647.4,2257,2257,2257,2257,12.0,12.0,12.0,12.0
Ride,2021-12-21 08:36:11+01:00,8667.8,8667.8,8667.8,8667.8,1353,1353,1353,1353,50.0,50.0,50.0,50.0
Ride,2021-12-20 17:32:54+01:00,9030.9,9030.9,9030.9,9030.9,1609,1609,1609,1609,63.0,63.0,63.0,63.0
Ride,2021-12-20 08:22:48+01:00,9976.8,9976.8,9976.8,9976.8,1781,1781,1781,1781,33.0,33.0,33.0,33.0
Run,2021-12-19 16:00:50+01:00,21109.4,21109.4,21109.4,21109.4,6151,6151,6151,6151,95.0,95.0,95.0,95.0
Ride,2021-12-17 16:15:01+01:00,7206.2,7206.2,7206.2,7206.2,1126,1126,1126,1126,44.0,44.0,44.0,44.0
Ride,2021-12-17 08:25:18+01:00,7306.9,7306.9,7306.9,7306.9,1148,1148,1148,1148,24.0,24.0,24.0,24.0
Run,2021-12-16 17:06:09+01:00,7011.6,7011.6,7011.6,7011.6,2789,2789,2789,2789,13.0,13.0,13.0,13.0
Ride,2021-12-16 13:36:08+01:00,7228.9,7228.9,7228.9,7228.9,1131,1131,1131,1131,28.0,28.0,28.0,28.0
Ride,2021-12-16 08:24:49+01:00,7267.1,7267.1,7267.1,7267.1,1091,1091,1091,1091,30.0,30.0,30.0,30.0
Swim,2021-12-15 17:19:50+01:00,1750.0,1750.0,1750.0,1750.0,1824,1824,1824,1824,0.0,0.0,0.0,0.0
Ride,2021-12-15 16:50:52+01:00,8390.2,8390.2,8390.2,8390.2,1378,1378,1378,1378,38.0,38.0,38.0,38.0
Ride,2021-12-15 08:33:25+01:00,7363.4,7363.4,7363.4,7363.4,1103,1103,1103,1103,50.0,50.0,50.0,50.0
Run,2021-12-14 17:35:46+01:00,8007.6,8007.6,8007.6,8007.6,2305,2305,2305,2305,31.0,31.0,31.0,31.0
Ride,2021-12-14 17:07:26+01:00,7129.1,7129.1,7129.1,7129.1,1071,1071,1071,1071,34.0,34.0,34.0,34.0
Ride,2021-12-14 08:41:51+01:00,7000.7,7000.7,7000.7,7000.7,1057,1057,1057,1057,30.0,30.0,30.0,30.0
Ride,2021-12-13 16:16:17+01:00,19133.5,19133.5,19133.5,19133.5,2936,2936,2936,2936,86.0,86.0,86.0,86.0
Ride,2021-12-13 08:36:52+01:00,7220.0,7220.0,7220.0,7220.0,1086,1086,1086,1086,25.0,25.0,25.0,25.0
Ride,2021-12-12 16:43:52+01:00,72989.3,72989.3,72989.3,72989.3,10891,10891,10891,10891,1397.0,1397.0,1397.0,1397.0
Ride,2021-12-10 15:40:20+01:00,28776.7,28776.7,28776.7,28776.7,5210,5210,5210,5210,193.0,193.0,193.0,193.0
Run,2021-12-10 08:00:25+01:00,7594.6,7594.6,7594.6,7594.6,2750,2750,2750,2750,47.0,47.0,47.0,47.0
Run,2021-12-09 16:49:05+01:00,10023.2,10023.2,10023.2,10023.2,3466,3466,3466,3466,95.0,95.0,95.0,95.0
Ride,2021-12-09 08:37:01+01:00,7295.5,7295.5,7295.5,7295.5,1150,1150,1150,1150,104.0,104.0,104.0,104.0
Swim,2021-12-08 18:11:31+01:00,1200.0,1200.0,1200.0,1200.0,1305,1305,1305,1305,0.0,0.0,0.0,0.0
Ride,2021-12-08 17:08:14+01:00,21046.2,21046.2,21046.2,21046.2,3181,3181,3181,3181,82.0,82.0,82.0,82.0
Ride,2021-12-08 08:38:24+01:00,7092.3,7092.3,7092.3,7092.3,1122,1122,1122,1122,42.0,42.0,42.0,42.0
Run,2021-12-07 17:44:32+01:00,6742.7,6742.7,6742.7,6742.7,2371,2371,2371,2371,27.0,27.0,27.0,27.0
Ride,2021-12-07 17:11:35+01:00,7276.1,7276.1,7276.1,7276.1,1207,1207,1207,1207,38.0,38.0,38.0,38.0
Ride,2021-12-07 08:27:49+01:00,7297.5,7297.5,7297.5,7297.5,1155,1155,1155,1155,54.0,54.0,54.0,54.0
Ride,2021-12-06 19:51:53+01:00,35829.2,35829.2,35829.2,35829.2,3684,3684,3684,3684,156.0,156.0,156.0,156.0
Swim,2021-12-06 18:12:55+01:00,700.0,700.0,700.0,700.0,936,936,936,936,0.0,0.0,0.0,0.0
Swim,2021-12-06 18:03:55+01:00,500.0,500.0,500.0,500.0,341,341,341,341,0.0,0.0,0.0,0.0
Ride,2021-12-06 16:48:06+01:00,7311.6,7311.6,7311.6,7311.6,1209,1209,1209,1209,33.0,33.0,33.0,33.0
Ride,2021-12-06 08:39:01+01:00,6916.2,6916.2,6916.2,6916.2,1075,1075,1075,1075,48.0,48.0,48.0,48.0
Run,2021-12-05 17:22:31+01:00,4384.3,4384.3,4384.3,4384.3,1902,1902,1902,1902,12.0,12.0,12.0,12.0
Ride,2021-12-05 15:03:03+01:00,60430.1,60430.1,60430.1,60430.1,7216,7216,7216,7216,355.0,355.0,355.0,355.0
Ride,2021-12-03 16:22:36+01:00,24051.5,24051.5,24051.5,24051.5,3588,3588,3588,3588,113.0,113.0,113.0,113.0
Run,2021-12-03 08:02:56+01:00,7382.1,7382.1,7382.1,7382.1,2727,2727,2727,2727,31.0,31.0,31.0,31.0
Run,2021-12-02 17:07:43+01:00,7114.1,7114.1,7114.1,7114.1,2397,2397,2397,2397,14.0,14.0,14.0,14.0
Ride,2021-12-02 08:38:45+01:00,6812.7,6812.7,6812.7,6812.7,1074,1074,1074,1074,34.0,34.0,34.0,34.0
Ride,2021-12-01 17:08:31+01:00,31977.5,31977.5,31977.5,31977.5,5068,5068,5068,5068,142.0,142.0,142.0,142.0
Ride,2021-12-01 08:37:40+01:00,7252.2,7252.2,7252.2,7252.2,1182,1182,1182,1182,34.0,34.0,34.0,34.0
Ride,2021-11-30 17:01:11+01:00,11692.4,11692.4,11692.4,11692.4,2150,2150,2150,2150,67.0,67.0,67.0,67.0
Ride,2021-11-30 08:37:19+01:00,7272.9,7272.9,7272.9,7272.9,1333,1333,1333,1333,36.0,36.0,36.0,36.0
Ride,2021-11-26 16:22:38+01:00,7956.3,7956.3,7956.3,7956.3,1464,1464,1464,1464,65.0,65.0,65.0,65.0
Run,2021-11-25 17:08:38+01:00,7251.7,7251.7,7251.7,7251.7,2524,2524,2524,2524,13.0,13.0,13.0,13.0
Ride,2021-11-25 08:39:35+01:00,7244.1,7244.1,7244.1,7244.1,1097,1097,1097,1097,44.0,44.0,44.0,44.0
Ride,2021-11-24 20:05:37+01:00,31731.3,31731.3,31731.3,31731.3,3413,3413,3413,3413,148.0,148.0,148.0,148.0
Ride,2021-11-24 16:57:41+01:00,7328.1,7328.1,7328.1,7328.1,1179,1179,1179,1179,37.0,37.0,37.0,37.0
Ride,2021-11-24 08:40:01+01:00,7224.6,7224.6,7224.6,7224.6,1091,1091,1091,1091,49.0,49.0,49.0,49.0
Run,2021-11-23 17:43:45+01:00,3614.6,3614.6,3614.6,3614.6,1541,1541,1541,1541,10.0,10.0,10.0,10.0
Ride,2021-11-23 17:08:51+01:00,7240.6,7240.6,7240.6,7240.6,1106,1106,1106,1106,46.0,46.0,46.0,46.0
Ride,2021-11-23 08:38:44+01:00,7263.2,7263.2,7263.2,7263.2,1081,1081,1081,1081,56.0,56.0,56.0,56.0
Ride,2021-11-22 17:09:38+01:00,7243.3,7243.3,7243.3,7243.3,1151,1151,1151,1151,37.0,37.0,37.0,37.0
Ride,2021-11-22 08:35:14+01:00,7292.8,7292.8,7292.8,7292.8,1137,1137,1137,1137,52.0,52.0,52.0,52.0
Run,2021-11-21 19:09:12+01:00,8570.6,8570.6,8570.6,8570.6,3150,3150,3150,3150,99.0,99.0,99.0,99.0
Ride,2021-11-21 18:01:50+01:00,38789.7,38789.7,38789.7,38789.7,3848,3848,3848,3848,297.0,297.0,297.0,297.0
Ride,2021-11-20 12:02:31+01:00,32591.9,32591.9,32591.9,32591.9,3336,3336,3336,3336,245.0,245.0,245.0,245.0
Ride,2021-11-19 16:43:50+01:00,8069.7,8069.7,8069.7,8069.7,1609,1609,1609,1609,60.0,60.0,60.0,60.0
Run,2021-11-19 07:57:11+01:00,7412.9,7412.9,7412.9,7412.9,2627,2627,2627,2627,22.0,22.0,22.0,22.0
Run,2021-11-18 17:09:06+01:00,9030.3,9030.3,9030.3,9030.3,3001,3001,3001,3001,24.0,24.0,24.0,24.0
Ride,2021-11-18 08:38:04+01:00,7283.9,7283.9,7283.9,7283.9,1086,1086,1086,1086,50.0,50.0,50.0,50.0
Ride,2021-11-17 19:17:10+01:00,26478.0,26478.0,26478.0,26478.0,3253,3253,3253,3253,421.0,421.0,421.0,421.0
Swim,2021-11-17 17:33:22+01:00,1600.0,1600.0,1600.0,1600.0,1500,1500,1500,1500,0.0,0.0,0.0,0.0
Ride,2021-11-17 17:05:37+01:00,7681.1,7681.1,7681.1,7681.1,1168,1168,1168,1168,42.0,42.0,42.0,42.0
Ride,2021-11-17 08:35:28+01:00,7287.7,7287.7,7287.7,7287.7,1146,1146,1146,1146,49.0,49.0,49.0,49.0
Ride,2021-11-16 20:28:43+01:00,27766.4,27766.4,27766.4,27766.4,3794,3794,3794,3794,532.0,532.0,532.0,532.0
Run,2021-11-16 17:28:15+01:00,7363.3,7363.3,7363.3,7363.3,2346,2346,2346,2346,15.0,15.0,15.0,15.0
Ride,2021-11-16 17:00:47+01:00,7338.7,7338.7,7338.7,7338.7,1155,1155,1155,1155,57.0,57.0,57.0,57.0
Ride,2021-11-16 08:36:54+01:00,7605.3,7605.3,7605.3,7605.3,1334,1334,1334,1334,56.0,56.0,56.0,56.0
Ride,2021-11-15 17:07:03+01:00,7202.5,7202.5,7202.5,7202.5,1088,1088,1088,1088,31.0,31.0,31.0,31.0
Ride,2021-11-15 08:37:03+01:00,7304.8,7304.8,7304.8,7304.8,1131,1131,1131,1131,61.2,61.2,61.2,61.2
Ride,2021-11-13 15:05:05+01:00,30124.8,30124.8,30124.8,30124.8,3548,3548,3548,3548,440.0,440.0,440.0,440.0
Ride,2021-11-12 17:10:51+01:00,21669.4,21669.4,21669.4,21669.4,2898,2898,2898,2898,349.0,349.0,349.0,349.0
Swim,2021-11-11 17:25:26+01:00,103.0,103.0,103.0,103.0,156,156,156,156,0.0,0.0,0.0,0.0
Run,2021-11-11 16:57:47+01:00,4417.8,4417.8,4417.8,4417.8,1388,1388,1388,1388,24.0,24.0,24.0,24.0
Ride,2021-11-11 13:11:31+01:00,29452.8,29452.8,29452.8,29452.8,3790,3790,3790,3790,402.0,402.0,402.0,402.0
Ride,2021-11-10 16:50:52+01:00,7251.9,7251.9,7251.9,7251.9,1093,1093,1093,1093,17.0,17.0,17.0,17.0
Ride,2021-11-10 08:34:40+01:00,7168.8,7168.8,7168.8,7168.8,1064,1064,1064,1064,26.0,26.0,26.0,26.0
Run,2021-11-09 17:35:31+01:00,8419.1,8419.1,8419.1,8419.1,2687,2687,2687,2687,30.0,30.0,30.0,30.0
Ride,2021-11-09 17:07:47+01:00,7358.6,7358.6,7358.6,7358.6,1225,1225,1225,1225,46.0,46.0,46.0,46.0
Ride,2021-11-09 08:30:59+01:00,7332.9,7332.9,7332.9,7332.9,1085,1085,1085,1085,54.0,54.0,54.0,54.0
Ride,2021-11-08 17:02:24+01:00,7215.0,7215.0,7215.0,7215.0,1118,1118,1118,1118,39.0,39.0,39.0,39.0
Ride,2021-11-08 08:36:09+01:00,7673.7,7673.7,7673.7,7673.7,1408,1408,1408,1408,58.0,58.0,58.0,58.0
Ride,2021-11-05 16:34:07+01:00,7257.1,7257.1,7257.1,7257.1,1130,1130,1130,1130,39.0,39.0,39.0,39.0
Ride,2021-11-05 08:28:46+01:00,7360.4,7360.4,7360.4,7360.4,1134,1134,1134,1134,54.0,54.0,54.0,54.0
Ride,2021-11-04 19:37:58+01:00,31981.7,31981.7,31981.7,31981.7,3377,3377,3377,3377,152.0,152.0,152.0,152.0
Run,2021-11-04 17:29:46+01:00,4797.8,4797.8,4797.8,4797.8,1573,1573,1573,1573,11.0,11.0,11.0,11.0
Ride,2021-11-04 17:04:47+01:00,7172.5,7172.5,7172.5,7172.5,987,987,987,987,34.0,34.0,34.0,34.0
Ride,2021-11-04 08:36:54+01:00,7198.1,7198.1,7198.1,7198.1,929,929,929,929,45.0,45.0,45.0,45.0
Ride,2021-11-03 18:15:20+01:00,28135.3,28135.3,28135.3,28135.3,3187,3187,3187,3187,393.0,393.0,393.0,393.0
Ride,2021-11-03 17:04:41+01:00,6970.2,6970.2,6970.2,6970.2,1063,1063,1063,1063,30.0,30.0,30.0,30.0
Ride,2021-11-03 08:38:38+01:00,7383.8,7383.8,7383.8,7383.8,1065,1065,1065,1065,49.0,49.0,49.0,49.0
Run,2021-11-02 20:31:48+01:00,17012.2,17012.2,17012.2,17012.2,5344,5344,5344,5344,133.0,133.0,133.0,133.0
Ride,2021-11-02 17:07:25+01:00,7287.3,7287.3,7287.3,7287.3,1007,1007,1007,1007,27.0,27.0,27.0,27.0
Ride,2021-11-02 08:35:56+01:00,7268.9,7268.9,7268.9,7268.9,1018,1018,1018,1018,62.0,62.0,62.0,62.0
Ride,2021-11-02 06:58:46+01:00,27439.1,27439.1,27439.1,27439.1,3101,3101,3101,3101,152.0,152.0,152.0,152.0
Ride,2021-10-31 18:46:13+01:00,33894.4,33894.4,33894.4,33894.4,3642,3642,3642,3642,272.0,272.0,272.0,272.0
Run,2021-10-31 17:50:57+01:00,4814.1,4814.1,4814.1,4814.1,1668,1668,1668,1668,13.0,13.0,13.0,13.0
Ride,2021-10-30 20:04:16+02:00,27044.5,27044.5,27044.5,27044.5,3620,3620,3620,3620,430.0,430.0,430.0,430.0
Run,2021-10-30 19:12:25+02:00,7719.6,7719.6,7719.6,7719.6,2612,2612,2612,2612,31.0,31.0,31.0,31.0
Ride,2021-10-28 20:59:33+02:00,27747.6,27747.6,27747.6,27747.6,3254,3254,3254,3254,258.0,258.0,258.0,258.0
Run,2021-10-28 17:32:05+02:00,6900.8,6900.8,6900.8,6900.8,2196,2196,2196,2196,27.0,27.0,27.0,27.0
Ride,2021-10-28 17:07:00+02:00,7267.6,7267.6,7267.6,7267.6,1027,1027,1027,1027,43.0,43.0,43.0,43.0
Ride,2021-10-28 08:34:52+02:00,7223.1,7223.1,7223.1,7223.1,1033,1033,1033,1033,53.0,53.0,53.0,53.0
Ride,2021-10-27 20:13:27+02:00,1693.2,1693.2,1693.2,1693.2,457,457,457,457,1.0,1.0,1.0,1.0
Ride,2021-10-27 17:09:05+02:00,7262.0,7262.0,7262.0,7262.0,1073,1073,1073,1073,36.0,36.0,36.0,36.0
Ride,2021-10-27 08:35:58+02:00,7323.1,7323.1,7323.1,7323.1,1084,1084,1084,1084,44.0,44.0,44.0,44.0
Ride,2021-10-27 06:45:13+02:00,33172.5,33172.5,33172.5,33172.5,3981,3981,3981,3981,318.0,318.0,318.0,318.0
Run,2021-10-26 17:36:45+02:00,6494.9,6494.9,6494.9,6494.9,2180,2180,2180,2180,128.0,128.0,128.0,128.0
Ride,2021-10-26 17:06:41+02:00,7449.1,7449.1,7449.1,7449.1,1154,1154,1154,1154,29.0,29.0,29.0,29.0
Ride,2021-10-26 12:04:06+02:00,5335.4,5335.4,5335.4,5335.4,848,848,848,848,25.0,25.0,25.0,25.0
Ride,2021-10-26 10:38:29+02:00,5278.9,5278.9,5278.9,5278.9,685,685,685,685,18.0,18.0,18.0,18.0
Ride,2021-10-26 08:33:06+02:00,7363.5,7363.5,7363.5,7363.5,1110,1110,1110,1110,42.0,42.0,42.0,42.0
Ride,2021-10-26 06:49:51+02:00,26607.2,26607.2,26607.2,26607.2,3621,3621,3621,3621,512.0,512.0,512.0,512.0
Swim,2021-10-25 17:54:08+02:00,1550.0,1550.0,1550.0,1550.0,1894,1894,1894,1894,0.0,0.0,0.0,0.0
Ride,2021-10-25 17:10:23+02:00,7206.3,7206.3,7206.3,7206.3,1103,1103,1103,1103,47.0,47.0,47.0,47.0
Ride,2021-10-25 08:41:48+02:00,7427.8,7427.8,7427.8,7427.8,1130,1130,1130,1130,48.0,48.0,48.0,48.0
Run,2021-10-24 10:13:19+02:00,15026.4,15026.4,15026.4,15026.4,5099,5099,5099,5099,30.0,30.0,30.0,30.0
Ride,2021-10-23 19:56:26+02:00,29026.4,29026.4,29026.4,29026.4,3307,3307,3307,3307,176.0,176.0,176.0,176.0
Run,2021-10-23 17:54:48+02:00,5303.3,5303.3,5303.3,5303.3,1856,1856,1856,1856,16.0,16.0,16.0,16.0
Ride,2021-10-23 16:29:39+02:00,10856.2,10856.2,10856.2,10856.2,2799,2799,2799,2799,28.0,28.0,28.0,28.0
Ride,2021-10-23 15:06:25+02:00,11041.2,11041.2,11041.2,11041.2,2662,2662,2662,2662,25.0,25.0,25.0,25.0
Ride,2021-10-22 17:03:11+02:00,7241.9,7241.9,7241.9,7241.9,1213,1213,1213,1213,24.0,24.0,24.0,24.0
Ride,2021-10-22 08:37:58+02:00,7260.7,7260.7,7260.7,7260.7,1003,1003,1003,1003,40.0,40.0,40.0,40.0
Run,2021-10-21 17:33:54+02:00,6047.7,6047.7,6047.7,6047.7,2402,2402,2402,2402,15.0,15.0,15.0,15.0
