type_,start_date_local_,distance_sum,distance_mean,distance_min,distance_max,moving_time_sum,moving_time_mean,moving_time_min,moving_time_max,total_elevation_gain_sum,total_elevation_gain_mean,total_elevation_gain_min,total_elevation_gain_max
Ride,2020-05-08 19:50:49+02:00,17773.0,17773.0,17773.0,17773.0,1665,1665,1665,1665,17.2,17.2,17.2,17.2
Ride,2020-05-08 19:10:21+02:00,10861.0,10861.0,10861.0,10861.0,1342,1342,1342,1342,92.4,92.4,92.4,92.4
Ride,2020-05-06 17:02:22+02:00,23384.2,23384.2,23384.2,23384.2,2195,2195,2195,2195,127.0,127.0,127.0,127.0
Ride,2020-05-05 20:50:35+02:00,31793.0,31793.0,31793.0,31793.0,3625,3625,3625,3625,251.0,251.0,251.0,251.0
Ride,2020-05-03 17:20:20+02:00,17498.2,17498.2,17498.2,17498.2,4558,4558,4558,4558,1045.4,1045.4,1045.4,1045.4
Ride,2020-05-03 16:52:13+02:00,11405.9,11405.9,11405.9,11405.9,1222,1222,1222,1222,63.8,63.8,63.8,63.8
Ride,2020-05-02 16:02:21+02:00,12211.6,12211.6,12211.6,12211.6,1774,1774,1774,1774,199.0,199.0,199.0,199.0
Ride,2020-05-01 13:26:55+02:00,30261.1,30261.1,30261.1,30261.1,3308,3308,3308,3308,223.4,223.4,223.4,223.4
Ride,2020-04-29 20:45:25+02:00,28087.7,28087.7,28087.7,28087.7,3613,3613,3613,3613,492.4,492.4,492.4,492.4
Ride,2020-04-26 11:32:22+02:00,24185.3,24185.3,24185.3,24185.3,2791,2791,2791,2791,129.8,129.8,129.8,129.8
Ride,2020-04-25 10:09:46+02:00,30028.9,30028.9,30028.9,30028.9,3642,3642,3642,3642,359.6,359.6,359.6,359.6
Ride,2020-04-24 17:41:57+02:00,30683.1,30683.1,30683.1,30683.1,3615,3615,3615,3615,250.0,250.0,250.0,250.0
Ride,2020-04-24 17:02:25+02:00,23420.0,23420.0,23420.0,23420.0,2209,2209,2209,2209,127.4,127.4,127.4,127.4
Ride,2020-04-23 17:55:25+02:00,31959.4,31959.4,31959.4,31959.4,3674,3674,3674,3674,263.6,263.6,263.6,263.6
Ride,2020-04-22 18:48:58+02:00,5141.7,5141.7,5141.7,5141.7,497,497,497,497,27.0,27.0,27.0,27.0
Ride,2020-04-22 16:46:17+02:00,15662.4,15662.4,15662.4,15662.4,1350,1350,1350,1350,84.4,84.4,84.4,84.4
Ride,2020-04-21 17:23:41+02:00,9002.6,9002.6,9002.6,9002.6,1039,1039,1039,1039,57.0,57.0,57.0,57.0
Ride,2020-04-21 16:44:15+02:00,2930.0,2930.0,2930.0,2930.0,400,400,400,400,77.0,77.0,77.0,77.0
Ride,2020-04-19 16:35:23+02:00,17544.1,17544.1,17544.1,17544.1,4404,4404,4404,4404,1045.4,1045.4,1045.4,1045.4
Ride,2020-04-19 15:46:14+02:00,15939.3,15939.3,15939.3,15939.3,1284,1284,1284,1284,85.0,85.0,85.0,85.0
Ride,2020-04-18 11:21:47+02:00,13998.5,13998.5,13998.5,13998.5,1550,1550,1550,1550,239.2,239.2,239.2,239.2
Ride,2020-04-17 18:46:20+02:00,15871.0,15871.0,15871.0,15871.0,1272,1272,1272,1272,84.6,84.6,84.6,84.6
Ride,2020-04-16 17:04:30+02:00,15658.0,15658.0,15658.0,15658.0,1711,1711,1711,1711,278.6,278.6,278.6,278.6
Ride,2020-04-14 17:31:50+02:00,17265.3,17265.3,17265.3,17265.3,1721,1721,1721,1721,146.6,146.6,146.6,146.6
Ride,2020-04-12 17:40:19+02:00,17555.4,17555.4,17555.4,17555.4,4089,4089,4089,4089,1045.4,1045.4,1045.4,1045.4
Ride,2020-04-11 18:50:31+02:00,14361.4,14361.4,14361.4,14361.4,1652,1652,1652,1652,256.0,256.0,256.0,256.0
Ride,2020-04-11 10:48:29+02:00,15926.9,15926.9,15926.9,15926.9,1576,1576,1576,1576,84.8,84.8,84.8,84.8
Ride,2020-04-10 18:59:38+02:00,8018.5,8018.5,8018.5,8018.5,1289,1289,1289,1289,269.6,269.6,269.6,269.6
Ride,2020-04-09 17:46:18+02:00,15781.0,15781.0,15781.0,15781.0,1334,1334,1334,1334,83.6,83.6,83.6,83.6
Ride,2020-04-08 18:02:20+02:00,8202.6,8202.6,8202.6,8202.6,1193,1193,1193,1193,230.6,230.6,230.6,230.6
Ride,2020-04-07 17:33:45+02:00,14125.4,14125.4,14125.4,14125.4,1401,1401,1401,1401,242.2,242.2,242.2,242.2
Ride,2020-04-06 17:16:03+02:00,15874.6,15874.6,15874.6,15874.6,1719,1719,1719,1719,253.6,253.6,253.6,253.6
Ride,2020-04-05 17:20:22+02:00,17598.7,17598.7,17598.7,17598.7,4327,4327,4327,4327,1045.4,1045.4,1045.4,1045.4
Ride,2020-04-04 14:47:33+02:00,8162.2,8162.2,8162.2,8162.2,1209,1209,1209,1209,230.6,230.6,230.6,230.6
Ride,2020-04-04 11:43:45+02:00,13388.3,13388.3,13388.3,13388.3,1805,1805,1805,1805,230.4,230.4,230.4,230.4
Ride,2020-04-03 15:36:30+02:00,15920.3,15920.3,15920.3,15920.3,1446,1446,1446,1446,84.4,84.4,84.4,84.4
Ride,2020-04-02 18:49:14+02:00,15722.1,15722.1,15722.1,15722.1,1592,1592,1592,1592,94.0,94.0,94.0,94.0
Ride,2020-03-30 18:47:29+02:00,18328.3,18328.3,18328.3,18328.3,1787,1787,1787,1787,102.2,102.2,102.2,102.2
Ride,2020-03-29 16:35:23+02:00,17528.8,17528.8,17528.8,17528.8,4444,4444,4444,4444,1045.4,1045.4,1045.4,1045.4
Ride,2020-03-28 18:01:18+01:00,25000.7,25000.7,25000.7,25000.7,2145,2145,2145,2145,90.4,90.4,90.4,90.4
Ride,2020-03-27 17:46:18+01:00,15921.4,15921.4,15921.4,15921.4,1604,1604,1604,1604,85.0,85.0,85.0,85.0
Ride,2020-03-26 19:12:31+01:00,17302.3,17302.3,17302.3,17302.3,1445,1445,1445,1445,79.0,79.0,79.0,79.0
Ride,2020-03-25 18:42:46+01:00,17362.4,17362.4,17362.4,17362.4,1624,1624,1624,1624,79.0,79.0,79.0,79.0
Ride,2020-03-25 07:15:46+01:00,26962.8,26962.8,26962.8,26962.8,2927,2927,2927,2927,217.0,217.0,217.0,217.0
Ride,2020-03-24 18:00:51+01:00,17549.5,17549.5,17549.5,17549.5,5164,5164,5164,5164,1045.4,1045.4,1045.4,1045.4
Ride,2020-03-23 17:47:23+01:00,15839.5,15839.5,15839.5,15839.5,1396,1396,1396,1396,84.8,84.8,84.8,84.8
Ride,2020-03-22 17:32:27+01:00,15921.6,15921.6,15921.6,15921.6,1597,1597,1597,1597,85.2,85.2,85.2,85.2
Ride,2020-03-22 12:09:11+01:00,5773.0,5773.0,5773.0,5773.0,947,947,947,947,134.2,134.2,134.2,134.2
Ride,2020-03-22 11:05:45+01:00,7416.1,7416.1,7416.1,7416.1,1635,1635,1635,1635,234.0,234.0,234.0,234.0
Ride,2020-03-21 17:47:25+01:00,16125.8,16125.8,16125.8,16125.8,1598,1598,1598,1598,86.4,86.4,86.4,86.4
Ride,2020-03-20 18:31:45+01:00,23269.2,23269.2,23269.2,23269.2,2424,2424,2424,2424,191.2,191.2,191.2,191.2
Ride,2020-03-19 19:56:24+01:00,7772.1,7772.1,7772.1,7772.1,2584,2584,2584,2584,623.2,623.2,623.2,623.2
Ride,2020-02-22 15:43:49+01:00,13981.0,13981.0,13981.0,13981.0,1753,1753,1753,1753,52.0,52.0,52.0,52.0
Ride,2020-02-22 15:05:59+01:00,13356.0,13356.0,13356.0,13356.0,1680,1680,1680,1680,38.0,38.0,38.0,38.0
Ride,2020-02-15 07:51:05+01:00,100928.0,100928.0,100928.0,100928.0,15236,15236,15236,15236,176.0,176.0,176.0,176.0
Ride,2020-02-01 07:01:29+01:00,172440.0,172440.0,172440.0,172440.0,26440,26440,26440,26440,593.0,593.0,593.0,593.0
Ride,2019-07-14 20:57:35+02:00,12975.9,12975.9,12975.9,12975.9,1602,1602,1602,1602,59.7,59.7,59.7,59.7
Ride,2019-07-14 20:25:17+02:00,13040.5,13040.5,13040.5,13040.5,1572,1572,1572,1572,61.9,61.9,61.9,61.9
Ride,2019-06-23 15:35:57+02:00,20781.6,20781.6,20781.6,20781.6,2842,2842,2842,2842,78.5,78.5,78.5,78.5
Ride,2019-05-09 19:16:20+02:00,4241.0,4241.0,4241.0,4241.0,672,672,672,672,34.6,34.6,34.6,34.6
Ride,2019-05-08 17:17:53+02:00,20370.2,20370.2,20370.2,20370.2,2817,2817,2817,2817,73.8,73.8,73.8,73.8
Ride,2019-05-08 16:26:32+02:00,20939.3,20939.3,20939.3,20939.3,2616,2616,2616,2616,75.1,75.1,75.1,75.1
